Price($),Category,Bedrooms,Bathrooms,Area(sqft),Plot_size(sqft),Address,Broker,URL,ZIP,Place_name
399990.0,House,4,2.5,2305.0,,"35601 Sunflower Hill Dr, Zephyrhills, FL 33541",D.R. Horton - Tampa North,https://www.realtor.com/realestateandhomes-detail/35601-Sunflower-Hill-Dr_Zephyrhills_FL_33541_M94289-75575,33541.0,Zephyrhills
273494.0,House,3,2.5,1707.0,,"3537 SE 37th Avenue Rd, Ocala, FL 34480",Lennar,https://www.realtor.com/realestateandhomes-detail/3537-SE-37th-Avenue-Rd_Ocala_FL_34480_M94952-37615,34480.0,Ocala
404990.0,House,4,2.5,2206.0,,"218 Ashbrook St, Saint Augustine, FL 32084",D.R. Horton - Jacksonville South,https://www.realtor.com/realestateandhomes-detail/218-Ashbrook-St_St-Augustine_FL_32084_M92916-51280,32084.0,Saint Augustine
359999.0,Condo,2,2.5,1571.0,,"4064 Via Sienna Cir, Sarasota, FL 34243",M/I Homes,https://www.realtor.com/realestateandhomes-detail/4064-Via-Sienna-Cir_Sarasota_FL_34243_M93657-72507,34243.0,Sarasota
815900.0,House,4,3.5,2808.0,,"12753 Pinnacle Ln, Venice, FL 34293",Toll Brothers,https://www.realtor.com/realestateandhomes-detail/12753-Pinnacle-Ln_Venice_FL_34293_M99422-45332,34293.0,Venice
399900.0,House,3,2,1421.0,,"96 Woodland Park Dr, Ponte Vedra, FL 32081",Providence Homes,https://www.realtor.com/realestateandhomes-detail/96-Woodland-Park-Dr_Ponte-Vedra_FL_32081_M99060-76971,32081.0,Ponte Vedra
391255.0,House,4,2,1986.0,,"3002 Thunderbolt Dr, Crestview, FL 32539",DSLD Homes - Florida,https://www.realtor.com/realestateandhomes-detail/3002-Thunderbolt-Dr_Crestview_FL_32539_M92486-32531,32539.0,Crestview
418160.0,House,3,2,1519.0,,"9813 Last Light Gln, Parrish, FL 34219",M/I Homes,https://www.realtor.com/realestateandhomes-detail/9813-Last-Light-Gln_Parrish_FL_34219_M97496-82126,34219.0,Parrish
376990.0,Townhouse,3,2.5,1758.0,,"17196 Bigleaf Mahogany Ln, Land O Lakes, FL 34638",D.R. Horton - Tampa North,https://www.realtor.com/realestateandhomes-detail/17196-Bigleaf-Mahogany-Ln_Land-O-Lakes_FL_34638_M98058-50490,34638.0,Land O Lakes
431750.0,Condo,2,2,1632.0,,"11821 Venetian Lagoon Dr Unit 204, Fort Myers, FL 33913",Taylor Morrison,https://www.realtor.com/realestateandhomes-detail/11821-Venetian-Lagoon-Dr-Unit-204_Fort-Myers_FL_33913_M92640-46814,33913.0,Fort Myers
421900.0,Condo,3,2.5,1927.0,,"225 Cherry Elm Dr, Saint Augustine, FL 32092",Taylor Morrison,https://www.realtor.com/realestateandhomes-detail/225-Cherry-Elm-Dr_St-Augustine_FL_32092_M90374-42216,32092.0,Saint Augustine
379990.0,House,4,3,2015.0,,"14700 Macadamia Ln, Jacksonville, FL 32218",Century Communities,https://www.realtor.com/realestateandhomes-detail/14700-Macadamia-Ln_Jacksonville_FL_32218_M98449-89211,32218.0,Jacksonville
939900.0,House,5,7,5114.0,,"20488 Fair Oak Ln, Estero, FL 33928",GL HOMES,https://www.realtor.com/realestateandhomes-detail/20488-Fair-Oak-Ln_Estero_FL_33928_M99401-01033,33928.0,Estero
464990.0,House,3,3,2182.0,,"1040 Cavailian Pl NW, Palm Bay, FL 32907",Lennar,https://www.realtor.com/realestateandhomes-detail/1040-Cavailian-Pl-NW_Palm-Bay_FL_32907_M99618-88819,32907.0,Palm Bay
651065.0,Townhouse,3,2,1816.0,,"769 NW 82th Ter, Plantation, FL 33324",Pulte Homes,https://www.realtor.com/realestateandhomes-detail/769-NW-82th-Ter_Plantation_FL_33324_M91863-55393,33324.0,Fort Lauderdale
246900.0,Townhouse,3,2.5,1537.0,,"4163 Pendragon Cir, Milton, FL 32583",D.R. Horton - Pensacola West,https://www.realtor.com/realestateandhomes-detail/4163-Pendragon-Cir_Milton_FL_32583_M94579-55755,32583.0,Milton
531940.0,House,3,3,2032.0,,"1304 SE Crosswood Way, Port Saint Lucie, FL 34984",Lennar,https://www.realtor.com/realestateandhomes-detail/1304-SE-Crosswood-Way_Port-St-Lucie_FL_34984_M92165-45806,34984.0,Port Saint Lucie
350475.0,House,3,2,1635.0,,"752 Carlyle Way, Fort Pierce, FL 34947",Lennar,https://www.realtor.com/realestateandhomes-detail/752-Carlyle-Way_Fort-Pierce_FL_34947_M92514-94599,34947.0,Fort Pierce
299999.0,House,3,2,1555.0,,"688 Sand Pine Ln, Haines City, FL 33844",Lennar,https://www.realtor.com/realestateandhomes-detail/688-Sand-Pine-Ln_Haines-City_FL_33844_M98566-55627,33844.0,Haines City
499740.0,House,4,3,2207.0,,"2690 Serenity Garden Dr, Kissimmee, FL 34744",Pulte Homes,https://www.realtor.com/realestateandhomes-detail/2690-Serenity-Garden-Dr_Kissimmee_FL_34744_M95705-87164,34744.0,Kissimmee
323990.0,Townhouse,3,2.5,1673.0,,"33093 Regent Canal St, Wesley Chapel, FL 33545",D.R. Horton - Tampa North,https://www.realtor.com/realestateandhomes-detail/33093-Regent-Canal-St_Wesley-Chapel_FL_33545_M98384-77823,33545.0,Wesley Chapel
499999.0,House,2,2,1671.0,,"17990 Cherished Loop, Lakewood Ranch, FL 34211",M/I Homes,https://www.realtor.com/realestateandhomes-detail/17990-Cherished-Loop_Bradenton_FL_34211_M97555-37930,34211.0,Bradenton
432713.0,House,4,2,1989.0,,"10425 Star Flower Ln, Riverview, FL 33578",KB Home,https://www.realtor.com/realestateandhomes-detail/10425-Star-Flower-Ln_Riverview_FL_33578_M98385-98608,33578.0,Riverview
459735.0,House,3,2,1481.0,,"7794 Cache Creek Ln, Viera, FL 32940",Viera Builders - Builder,https://www.realtor.com/realestateandhomes-detail/7794-Cache-Creek-Ln_Viera_FL_32940_M94035-51202,32940.0,Melbourne
358990.0,House,5,3,2447.0,,"8738 SW 44th Ter, Ocala, FL 34476",D.R. Horton - West Central Florida,https://www.realtor.com/realestateandhomes-detail/8738-SW-44th-Ter_Ocala_FL_34476_M97026-42778,34476.0,Ocala
373149.0,House,3,2,1570.0,,"138 Green Arbor Way, Saint Augustine, FL 32084",Richmond American Homes,https://www.realtor.com/realestateandhomes-detail/138-Green-Arbor-Way_Saint-Augustine_FL_32084_M93903-14587,32084.0,Saint Augustine
395990.0,Townhouse,3,2.5,1795.0,,"258 Seaport Breeze Rd, Saint Augustine, FL 32095",D.R. Horton - Jacksonville South,https://www.realtor.com/realestateandhomes-detail/258-Seaport-Breeze-Rd_Saint-Augustine_FL_32095_M93183-62944,32095.0,Saint Augustine
372490.0,House,4,2.5,2160.0,,"421 Lagoda Dr, Cocoa, FL 32927",Stanley Martin Homes,https://www.realtor.com/realestateandhomes-detail/421-Lagoda-Dr_Cocoa_FL_32927_M92976-09740,32927.0,Cocoa
484590.0,House,4,2,2583.0,,"3551 Angler Dr, Fort Pierce, FL 34946",Lennar,https://www.realtor.com/realestateandhomes-detail/3551-Angler-Dr_Fort-Pierce_FL_34946_M99813-42206,34946.0,Fort Pierce
464720.0,House,2,2,1889.0,,"1953 Spring Shower Cir, Kissimmee, FL 34744",Pulte Homes,https://www.realtor.com/realestateandhomes-detail/1953-Spring-Shower-Cir_Kissimmee_FL_34744_M94574-98818,34744.0,Kissimmee
399900.0,House,3,2,1436.0,5.0,"1789 Usrey Ct, The Villages, FL 34762",EPIQUE REALTY INC,https://www.realtor.com/realestateandhomes-detail/1789-Usrey-Ct_The-Villages_FL_34762_M90413-80565?from=srp-list-card,34762.0,Okahumpka
877335.0,House,3,2,2624.0,,"95471 Wild Cherry Dr, Fernandina Bch, FL 32034",ICI Homes,https://www.realtor.com/realestateandhomes-detail/95471-Wild-Cherry-Dr_Fernandina-Bch_FL_32034_M92330-63282,32034.0,Fernandina Beach
550760.0,Townhouse,3,2.5,1901.0,,"4282 Sonoma Oaks Cir, Naples, FL 34119",Pulte Homes,https://www.realtor.com/realestateandhomes-detail/4282-Sonoma-Oaks-Cir_Naples_FL_34119_M98070-32931,34119.0,Naples
609000.0,House,4,2,2034.0,,"7100 SE Park Trace Ct, Stuart, FL 34997",D.R. Horton - Southeast Florida,https://www.realtor.com/realestateandhomes-detail/7100-SE-Park-Trace-Ct_Stuart_FL_34997_M96425-02440,34997.0,Stuart
752995.0,House,4,3.5,2332.0,,"97 Overleaf Ln, Orlando, FL 32839",Toll Brothers,https://www.realtor.com/realestateandhomes-detail/97-Overleaf-Ln_Orlando_FL_32839_M93336-16270,32839.0,Orlando
393040.0,House,4,2,1707.0,,"1953 Corvina Way, Titusville, FL 32780",KB Home,https://www.realtor.com/realestateandhomes-detail/1953-Corvina-Way_Titusville_FL_32780_M90235-39713,32780.0,Titusville
377895.0,House,3,2,1449.0,,"2202 Marigold Trl NW, Palm Bay, FL 32907",Lennar,https://www.realtor.com/realestateandhomes-detail/2202-Marigold-Trl-NW_Palm-Bay_FL_32907_M97061-82286,32907.0,Palm Bay
721995.0,House,4,3.5,2332.0,,"93 Overleaf Ln, Orlando, FL 32839",Toll Brothers,https://www.realtor.com/realestateandhomes-detail/93-Overleaf-Ln_Orlando_FL_32839_M97070-33361,32839.0,Orlando
340000.0,House,3,2,1593.0,6.0,"12746 Standbridge Dr, Riverview, FL 33579",RE MAX Realty Unlimited,https://www.realtor.com/realestateandhomes-detail/12746-Standbridge-Dr_Riverview_FL_33579_M57742-14422?from=srp-list-card,33579.0,Riverview
479990.0,Condo,3,2.5,1691.0,,"9285 Gran Teatro Dr, Winter Garden, FL 34787",M/I Homes,https://www.realtor.com/realestateandhomes-detail/9285-Gran-Teatro-Dr_Winter-Garden_FL_34787_M97505-14566,34787.0,Winter Garden
327999.0,House,5,2.5,2370.0,,"1580 Marksman Rd, Eagle Lake, FL 33839",Lennar,https://www.realtor.com/realestateandhomes-detail/1580-Marksman-Rd_Eagle-Lake_FL_33839_M93852-91251,33839.0,Eagle Lake
409990.0,Condo,3,2.5,1569.0,,"4516 Campsite Loop, Orlando, FL 32824",M/I Homes,https://www.realtor.com/realestateandhomes-detail/4516-Campsite-Loop_Orlando_FL_32824_M92638-32449,32824.0,Orlando
447165.0,Townhouse,3,2.5,1635.0,,"614 Southern Edge Way, Sanford, FL 32771",Beazer Homes,https://www.realtor.com/realestateandhomes-detail/614-Southern-Edge-Way_Sanford_FL_32771_M92000-33229,32771.0,Sanford
305879.0,House,3,2.5,1970.0,,"6987 Mirage St, Jacksonville, FL 32244",Richmond American Homes,https://www.realtor.com/realestateandhomes-detail/6987-Mirage-St_Jacksonville_FL_32244_M98897-65215,32244.0,Jacksonville
354990.0,House,4,2,1817.0,,"27 Ocnee Dr, Palm Coast, FL 32137",Meritage Homes,https://www.realtor.com/realestateandhomes-detail/27-Ocnee-Dr_Palm-Coast_FL_32137_M92691-15491,32137.0,Palm Coast
359780.0,House,4,2,1850.0,,"6837 SW 90th Loop, Ocala, FL 34476",Pulte Homes,https://www.realtor.com/realestateandhomes-detail/6837-SW-90th-Loop_Ocala_FL_34476_M91763-94251,34476.0,Ocala
279990.0,Condo,3,2.5,1429.0,,"14559 Macadamia Ln, Jacksonville, FL 32218",Century Communities,https://www.realtor.com/realestateandhomes-detail/14559-Macadamia-Ln_Jacksonville_FL_32218_M91576-37893,32218.0,Jacksonville
499900.0,House,3,2,1600.0,,"18699 Dayspring Pl, Venice, FL 34293",Toll Brothers,https://www.realtor.com/realestateandhomes-detail/18699-Dayspring-Pl_Venice_FL_34293_M91297-60105,34293.0,Venice
659990.0,House,3,2,1860.0,,"2632 Star Apple Way, Sarasota, FL 34240",Neal Communities,https://www.realtor.com/realestateandhomes-detail/2632-Star-Apple-Way_Sarasota_FL_34240_M92352-89598,34240.0,Sarasota
764990.0,House,3,2.5,2475.0,,"7278 Kodiak Ln, Sarasota, FL 34240",David Weekley Homes,https://www.realtor.com/realestateandhomes-detail/7278-Kodiak-Ln_Sarasota_FL_34240_M92261-62825,34240.0,Sarasota
504490.0,House,5,3,3291.0,,"5215 Dagenham Dr, Davenport, FL 33837",Lennar,https://www.realtor.com/realestateandhomes-detail/5215-Dagenham-Dr_Davenport_FL_33837_M95517-04801,33837.0,Davenport
604410.0,House,4,2.5,2718.0,,"11861 Mile Marsh Dr, Riverview, FL 33569",David Weekley Homes,https://www.realtor.com/realestateandhomes-detail/11861-Mile-Marsh-Dr_Riverview_FL_33569_M98263-61893,33569.0,Riverview
10000.0,Mobile house,1,1,,,"17 W Imperial Dr, Lakeland, FL 33815",Bedrock MH Sales LLC,https://www.realtor.com/realestateandhomes-detail/17-Imperial-Dr_Lakeland_FL_33815_M90523-13097?from=srp-list-card,33815.0,Lakeland
749000.0,House,3,2.5,2651.0,8.0,"7120 Francisco Bend Dr, Delray Beach, FL 33446",RE/MAX Select Group,https://www.realtor.com/realestateandhomes-detail/7120-Francisco-Bend-Dr_Delray-Beach_FL_33446_M91440-76532?from=srp-list-card,33446.0,Delray Beach
443596.0,House,3,3,2201.0,,"8214 Shore Lake Dr, Englewood, FL 34224",Lennar,https://www.realtor.com/realestateandhomes-detail/8214-Shore-Lake-Dr_Englewood_FL_34224_M91502-12264,34224.0,Englewood
517900.0,House,4,3,2518.0,,"6463 Ledgestone Ct, Pensacola, FL 32526",D.R. Horton - Pensacola West,https://www.realtor.com/realestateandhomes-detail/6463-Ledgestone-Ct_Pensacola_FL_32526_M97529-23983,32526.0,Pensacola
479900.0,Multi-family home,4,4,2360.0,12196.800000000001,"2697 Grand Island Shores Rd # 1-2, Eustis, FL 32726",Rlw Realty,https://www.realtor.com/realestateandhomes-detail/2697-Grand-Island-Shores-Rd_Eustis_FL_32726_M94367-03446?from=srp-list-card,32726.0,Eustis
40000.0,Land,,,,58806.00000000001,"Skipper Rd, Middleburg, FL 32068",Tatum Realty and Property Management Services,https://www.realtor.com/realestateandhomes-detail/Skipper-Rd_Middleburg_FL_32068_M91309-80028?from=srp-list-card,32068.0,Middleburg
503900.0,House,4,2,2999.0,,"15145 Zircon Red Dr, Wimauma, FL 33598",Lennar,https://www.realtor.com/realestateandhomes-detail/15145-Zircon-Red-Dr_Wimauma_FL_33598_M96319-73551,33598.0,Wimauma
65000.0,Mobile house,2,2,1196.0,,"854 Osprey Ave, Davenport, FL 33897",Michael Brendan Barnett - Windmill Village,https://www.realtor.com/realestateandhomes-detail/854-Osprey-Ave_Davenport_FL_33897_M95796-75828?from=srp-list-card,33897.0,Davenport
565990.0,House,3,2,1682.0,,"18265 Vizcaya Ct, Venice, FL 34293",Neal Communities,https://www.realtor.com/realestateandhomes-detail/18265-Vizcaya-Ct_Venice_FL_34293_M98967-83086,34293.0,Venice
313940.0,House,3,2,1897.0,,"4673 SW 84th Street Rd, Ocala, FL 34476",Lennar,https://www.realtor.com/realestateandhomes-detail/4673-SW-84th-Street-Rd_Ocala_FL_34476_M95404-87685,34476.0,Ocala
65000.0,Mobile house,3,2,1352.0,,"1151 Windmill Grove Cir, Orlando, FL 32828",Michael Brendan Barnett - Deerwood,https://www.realtor.com/realestateandhomes-detail/1151-Windmill-Grove-Cir_Orlando_FL_32828_M93597-82579?from=srp-list-card,32828.0,Orlando
16000.0,Land,,,,15245.999999999998,"Glenrock Rd SW, Palm Bay, FL 32908",American Resales,https://www.realtor.com/realestateandhomes-detail/Glenrock-Rd-SW_Palm-Bay_FL_32908_M96215-24079?from=srp-list-card,32908.0,Palm Bay
353990.0,House,4,3,2371.0,,"17123 NW 177th Ter, Alachua, FL 32615",D.R. Horton - West Central Florida,https://www.realtor.com/realestateandhomes-detail/17123-NW-177th-Ter_Alachua_FL_32615_M95771-09161,32615.0,Alachua
240000.0,Mobile house,4,2,1976.0,435600.0,"23720 NE 130th Court Rd, Fort McCoy, FL 32134",ROUNTREE REALTY CORP.,https://www.realtor.com/realestateandhomes-detail/23720-NE-130th-Court-Rd_Fort-Mc-Coy_FL_32134_M95931-12114?from=srp-list-card,32134.0,Fort Mc Coy
274990.0,Condo,3,2.5,1560.0,,"14538 Macadamia Ln, Jacksonville, FL 32218",Century Communities,https://www.realtor.com/realestateandhomes-detail/14538-Macadamia-Ln_Jacksonville_FL_32218_M98985-37350,32218.0,Jacksonville
470240.0,House,3,2.5,1926.0,,"11117 Kinetic Ct, Jacksonville, FL 32256",David Weekley Homes,https://www.realtor.com/realestateandhomes-detail/11117-Kinetic-Ct_Jacksonville_FL_32256_M99237-31173,32256.0,Jacksonville
419990.0,House,4,3,2407.0,,"95081 Terris Way, Fernandina Beach, FL 32034",Century Communities,https://www.realtor.com/realestateandhomes-detail/95081-Terris-Way_Fernandina-Beach_FL_32034_M94571-76484,32034.0,Fernandina Beach
45000.0,Mobile house,3,1,507.0,,"2650 Holiday Trl Unit TP60, Kissimmee, FL 34746",Encore Tropical Palms,https://www.realtor.com/realestateandhomes-detail/2650-Holiday-Trl-TP60_Kissimmee_FL_34746_M95140-57037?from=srp-list-card,34746.0,Kissimmee
350995.0,House,2,2,1483.0,,"3413 Cedar Grove Dr, Fort Pierce, FL 34946",Lennar,https://www.realtor.com/realestateandhomes-detail/3413-Cedar-Grove-Dr_Fort-Pierce_FL_34946_M95266-57616,34946.0,Fort Pierce
240000.0,Pending,4,2,2040.0,22651.2,"333 W Gates Ave, Haines City, FL 33844",Stacey Towns Realty LLC,https://www.realtor.com/realestateandhomes-detail/333-W-Gates-Ave_Haines-City_FL_33844_M96173-84143?from=srp-list-card,33844.0,Haines City
43000.0,Mobile house,Studio,2.5+,936.0,,"3312 Tower Overlook Dr Unit 43, Lake Wales, FL 33859",Crf Communities,https://www.realtor.com/realestateandhomes-detail/3312-Tower-Overlook-Dr-43_Lake-Wales_FL_33859_M94712-20436?from=srp-list-card,33859.0,Lake Wales
48500000.0,House,6,8.5,10545.0,148539.6,"310 S Beach Rd, Jupiter Island, FL 33455",Christian Angle Real Estate,https://www.realtor.com/realestateandhomes-detail/310-S-Beach-Rd_Jupiter-Island_FL_33455_M93306-25743?from=srp-list-card,33455.0,Hobe Sound
559990.0,Condo,3,2.5,2394.0,,"11453 Newtonian Blvd, Jacksonville, FL 32256",Toll Brothers,https://www.realtor.com/realestateandhomes-detail/11453-Newtonian-Blvd_Jacksonville_FL_32256_M96737-80974,32256.0,Jacksonville
332990.0,House,4,2,1828.0,,"9194 SW 45th Ter, Ocala, FL 34476",D.R. Horton - West Central Florida,https://www.realtor.com/realestateandhomes-detail/9194-SW-45th-Ter_Ocala_FL_34476_M97290-36823,34476.0,Ocala
1599000.0,House,5,4.5,4068.0,,"323 Seagrove Dr, Ponte Vedra, FL 32081",REDFIN CORPORATION,https://www.realtor.com/realestateandhomes-detail/323-Seagrove-Dr_Ponte-Vedra_FL_32081_M96095-43501?from=srp-list-card,32081.0,Ponte Vedra
254900.0,Condo,2,2,1154.0,,"6034 National Blvd Unit 541, Ave Maria, FL 34142",Keller Williams Elite Realty,https://www.realtor.com/realestateandhomes-detail/6034-National-Blvd-Unit-541_Ave-Maria_FL_34142_M96369-68253?from=srp-list-card,34142.0,Immokalee
598888.0,House,3,2,1982.0,174240.0,"10206 NW County Road 235, Alachua, FL 32615",Lehmann Realty Inc.,https://www.realtor.com/realestateandhomes-detail/10206-NW-County-Road-235_Alachua_FL_32615_M94274-71303?from=srp-list-card,32615.0,Alachua
479999.0,Condo,3,2.5,2153.0,,"294 Via Anina Dr, Sarasota, FL 34243",M/I Homes,https://www.realtor.com/realestateandhomes-detail/294-Via-Anina-Dr_Sarasota_FL_34243_M91152-11594,34243.0,Sarasota
379900.0,House,3,2,1807.0,,"10830 Fowlers Bluff Ct, Tampa, FL 33647",Lennar,https://www.realtor.com/realestateandhomes-detail/10830-Fowlers-Bluff-Ct_Tampa_FL_33647_M95637-58225,33647.0,Tampa
339990.0,House,3,2,1491.0,,"3459 Bella Sera Ln, Green Cove Springs, FL 32043",Meritage Homes,https://www.realtor.com/realestateandhomes-detail/3459-Bella-Sera-Ln_Green-Cove-Springs_FL_32043_M98206-62935,32043.0,Green Cove Springs
301990.0,House,3,2,1582.0,,"862 Friendship Cir, Labelle, FL 33935",Century Complete,https://www.realtor.com/realestateandhomes-detail/862-Friendship-Cir_Labelle_FL_33935_M96958-27333,33935.0,Labelle
413314.0,House,4,2,1973.0,,"6812 Serpent Hawk Ln, Leesburg, FL 34748",Trinity Family Builders,https://www.realtor.com/realestateandhomes-detail/6812-Serpent-Hawk-Ln_Leesburg_FL_34748_M93107-77278,34748.0,Leesburg
495180.0,House,3,2,1800.0,,"169 Chalet Ct, Saint Augustine, FL 32092",David Weekley Homes,https://www.realtor.com/realestateandhomes-detail/169-Chalet-Ct_St-Augustine_FL_32092_M99028-18528,32092.0,Saint Augustine
35000.0,Mobile house,2,2,1280.0,,"19423 Tarpon Woods Ct Unit 61D, North Fort Myers, FL 33903",Resorthomes LLC,https://www.realtor.com/realestateandhomes-detail/19423-Tarpon-Woods-Ct-61D_North-Fort-Myers_FL_33903_M92169-03115?from=srp-list-card,33903.0,North Fort Myers
8500.0,Mobile house,2,1,650.0,,"221 Lowe Dr, Leesburg, FL 34748","ALL FLORIDA HOME SALES, INC.",https://www.realtor.com/realestateandhomes-detail/221-Lowe-Rd_Leesburg_FL_34748_M92244-71582?from=srp-list-card,34748.0,Leesburg
473596.0,House,3,3,2444.0,,"17699 Saddleback Loop, North Fort Myers, FL 33917",Lennar,https://www.realtor.com/realestateandhomes-detail/17699-Saddleback-Loop_North-Fort-Myers_FL_33917_M99540-63550,33917.0,North Fort Myers
551990.0,House,4,2,2291.0,,"7172 Dilly Lake Ave, Groveland, FL 34736",Landsea Homes,https://www.realtor.com/realestateandhomes-detail/7172-Dilly-Lake-Ave_Groveland_FL_34736_M93156-32246,34736.0,Groveland
368985.0,House,4,3,2267.0,,"3963 NE 31st Ter, Ocala, FL 34479",Lennar,https://www.realtor.com/realestateandhomes-detail/3963-NE-31st-Ter_Ocala_FL_34479_M98443-31621,34479.0,Ocala
274990.0,Condo,3,2.5,1560.0,,"14558 Macadamia Ln, Jacksonville, FL 32218",Century Communities,https://www.realtor.com/realestateandhomes-detail/14558-Macadamia-Ln_Jacksonville_FL_32218_M98859-90457,32218.0,Jacksonville
946740.0,House,3,3,2228.0,,"12341 Frontline Ln, Palm Beach Gardens, FL 33412",DiVosta,https://www.realtor.com/realestateandhomes-detail/12341-Frontline-Ln_Palm-Beach-Gardens_FL_33412_M96966-50112,33412.0,West Palm Beach
341220.0,Condo,3,2.5,1373.0,,"3063 Novara Ln, Lakewood Ranch, FL 34211",Taylor Morrison,https://www.realtor.com/realestateandhomes-detail/3063-Novara-Ln_Lakewood-Ranch_FL_34211_M93034-14865,34211.0,Bradenton
368990.0,Townhouse,2,2,1565.0,,"2555 Bending Bonsai Dr, Wesley Chapel, FL 33543",D.R. Horton - Tampa North,https://www.realtor.com/realestateandhomes-detail/2555-Bending-Bonsai-Dr_Wesley-Chapel_FL_33543_M99189-20235,33543.0,Wesley Chapel
427608.0,House,4,2.5,2110.0,,"148 Green Arbor Way, Saint Augustine, FL 32084",Richmond American Homes,https://www.realtor.com/realestateandhomes-detail/148-Green-Arbor-Way_Saint-Augustine_FL_32084_M99582-04233,32084.0,Saint Augustine
698900.0,Condo,3,2.5,2248.0,,"9936 Key Haven Rd, Seminole, FL 33777",Toll Brothers,https://www.realtor.com/realestateandhomes-detail/9936-Key-Haven-Rd_Seminole_FL_33777_M98747-39623,33777.0,Seminole
636028.0,House,4,2.5,1891.0,,"164 Eagleston Ln, Sarasota, FL 34202",Dream Finders Homes,https://www.realtor.com/realestateandhomes-detail/164-Eagleston-Ln_Sarasota_FL_34202_M91604-82718,34202.0,Bradenton
468364.0,House,4,3,2160.0,,"358 Cedar Elm Way, Saint Augustine, FL 32092",Richmond American Homes,https://www.realtor.com/realestateandhomes-detail/358-Cedar-Elm-Way_St-Augustine_FL_32092_M91374-32166,32092.0,Saint Augustine
599000.0,House,4,2,2034.0,,"1625 NE Ocean Dunes Dr, Jensen Beach, FL 34957",D.R. Horton - Southeast Florida,https://www.realtor.com/realestateandhomes-detail/1625-NE-Ocean-Dunes-Dr_Jensen-Beach_FL_34957_M99840-14535,34957.0,Jensen Beach
370585.0,House,4,3,1988.0,,"3506 Rutland Ln, Haines City, FL 33844",Meritage Homes,https://www.realtor.com/realestateandhomes-detail/3506-Rutland-Ln_Haines-City_FL_33844_M94843-64907,33844.0,Haines City
367990.0,House,4,2.5,2103.0,,"14724 Macadamia Ln, Jacksonville, FL 32218",Century Communities,https://www.realtor.com/realestateandhomes-detail/14724-Macadamia-Ln_Jacksonville_FL_32218_M95834-41613,32218.0,Jacksonville
548415.0,House,4,2,2278.0,,"12291 SW Roma Cir, Port Saint Lucie, FL 34987",Lennar,https://www.realtor.com/realestateandhomes-detail/12291-SW-Roma-Cir_Port-St-Lucie_FL_34987_M92770-65466,34987.0,Port Saint Lucie
449990.0,House,4,3,2615.0,,"3031 Adams Cross Dr, Zephyrhills, FL 33540",M/I Homes,https://www.realtor.com/realestateandhomes-detail/3031-Adams-Cross-Dr_Zephyrhills_FL_33540_M92725-68786,33540.0,Zephyrhills
292900.0,House,4,2,1439.0,,"7208 Madison Square Dr, Panama City, FL 32404",D.R. Horton - Panama City East,https://www.realtor.com/realestateandhomes-detail/7208-Madison-Square-Dr_Panama-City_FL_32404_M97911-07475,32404.0,Panama City
449880.0,House,2,2,1405.0,,"8963 Nixie Ave, Melbourne, FL 32940",Del Webb,https://www.realtor.com/realestateandhomes-detail/8963-Nixie-Ave_Melbourne_FL_32940_M94351-51359,32940.0,Melbourne
417000.0,House,4,2,1840.0,,"2931 Sunstar Dr, Saint Cloud, FL 34772",Meritage Homes,https://www.realtor.com/realestateandhomes-detail/2931-Sunstar-Dr_Saint-Cloud_FL_34772_M94709-31407,34772.0,Saint Cloud
444740.0,House,3,2,1654.0,,"11306 NW Firefly Ct, Port Saint Lucie, FL 34987",Meritage Homes,https://www.realtor.com/realestateandhomes-detail/11306-NW-Firefly-Ct_Port-Saint-Lucie_FL_34987_M94166-30231,34987.0,Port Saint Lucie
664030.0,House,3,2,1792.0,,"12157 Grand Pine Dr, Jacksonville, FL 32224",ICI Homes,https://www.realtor.com/realestateandhomes-detail/12157-Grand-Pine-Dr_Jacksonville_FL_32224_M98353-27008,32224.0,Jacksonville
409990.0,House,3,2.5,,,"13068 Georges Cay Pl, Fort Myers, FL 33913",Sobel Co,https://www.realtor.com/realestateandhomes-detail/13068-Georges-Cay-Pl_Fort-Myers_FL_33913_M95783-28708,33913.0,Fort Myers
434990.0,House,4,2.5,2260.0,,"3015 Rock Sound St, Bradenton, FL 34208",D.R. Horton - Sarasota,https://www.realtor.com/realestateandhomes-detail/3015-Rock-Sound-St_Bradenton_FL_34208_M98263-12750,34208.0,Bradenton
428063.0,Townhouse,3,3,1715.0,,"13144 Calming Breeze Way, Winter Garden, FL 34787",Dream Finders Homes,https://www.realtor.com/realestateandhomes-detail/13144-Calming-Breeze-Way_Winter-Garden_FL_34787_M98319-01166,34787.0,Winter Garden
486270.0,House,2,2,1655.0,,"8872 Stormy Sky Ct, Melbourne, FL 32940",Del Webb,https://www.realtor.com/realestateandhomes-detail/8872-Stormy-Sky-Ct_Viera_FL_32940_M91230-06325,32940.0,Melbourne
594990.0,House,3,2.5,2120.0,,"85 Bedford Ter, Saint Augustine, FL 32092",Toll Brothers,https://www.realtor.com/realestateandhomes-detail/85-Bedford-Ter_St-Augustine_FL_32092_M97585-09891,32092.0,Saint Augustine
499335.0,House,4,2,1908.0,,"116 Seagrass Isle, Nokomis, FL 34275",Meritage Homes,https://www.realtor.com/realestateandhomes-detail/116-Seagrass-Isle_Nokomis_FL_34275_M99918-54738,34275.0,Nokomis
